,X,UniqueID,CAS,ChemicalNumber,Chemical,FacilityID,Longitude,Latitude,FacilityName,Street,City,County,State,ZIPCode,ZIP9,FIPS,STFIPS,StackHeight,StackVelocity,StackDiameter,StackTemperature,ChromHexPercent,ModeledNAICS,PoundsReleased_2016,PoundsReleased_2017,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsPT_2016,PoundsPT_2017,PoundsPT_2018,PoundsPT_2019,PoundsPT_2020,Score_2016,Score_2017,Score_2018,Score_2019,Score_2020,NCScore_2016,NCScore_2017,NCScore_2018,NCScore_2019,NCScore_2020,CScore_2016,CScore_2017,CScore_2018,CScore_2019,CScore_2020,Hazard_2016,Hazard_2017,Hazard_2018,Hazard_2019,Hazard_2020,HazardC_2016,HazardC_2017,HazardC_2018,HazardC_2019,HazardC_2020,HazardNC_2016,HazardNC_2017,HazardNC_2018,HazardNC_2019,HazardNC_2020,population_1km,WhtPercent_1km,NWPercent_1km,HispPercent_1km,BlkPercent_1km,AsianPercent_1km,AmerIndPercent_1km,Under5Percent_1km,ReprodFemPercent_1km,Over64Percent_1km,EduPercent_1km,housing_units_1km,VacPercent_1km,OwnOccPercent_1km,avg_median_income_1km,avg_median_house_value_1km,facility_count_1km,population_5km,WhtPercent_5km,NWPercent_5km,HispPercent_5km,BlkPercent_5km,AsianPercent_5km,AmerIndPercent_5km,Under5Percent_5km,ReprodFemPercent_5km,Over64Percent_5km,EduPercent_5km,housing_units_5km,VacPercent_5km,OwnOccPercent_5km,avg_median_income_5km,avg_median_house_value_5km,facility_count_5km,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,facility_count_10km,GEOID_tract,populationE_tract,WhtPercent_tract,NWPercent_tract,HispPercent_tract,BlkPercent_tract,AsianPercent_tract,AmerIndPercent_tract,Under5Percent_tract,ReprodFemPercent_tract,Over64Percent_tract,EduPercent_tract,housing_unitsE_tract,VacPercent_tract,OwnOccPercent_tract,medincomeE_tract,median_house_valueE_tract,facility_count_tract,GEOID_county,populationE_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_unitsE_county,VacPercent_county,OwnOccPercent_county,medincomeE_county,median_house_valueE_county,facility_count_county,geometry, 
1474,1487,315_77532KMCNC16503,50000,315,Formaldehyde,77532KMCNC16503,-95.0544,29.9222,KMCO CROSBY PLANT,16503 RAMSEY RD,CROSBY,HARRIS,TX,77532,77532,48201,48,6.1,2.8,0.1,310.9,0.25,325199,48294,NA,NA,NA,NA,48294,NA,NA,NA,NA,1153.138,NA,NA,NA,NA,9.02456,NA,NA,NA,NA,1153.138,NA,NA,NA,NA,2221524000,NA,NA,NA,NA,2221524000,NA,NA,NA,NA,17385840,NA,NA,NA,NA,449.4600742,0.914700063,0.085299937,0.347083692,0.005795014,0.014009903,1.63E-05,0.063873002,0.260334738,0.111195124,0.163003159,231.4832491,0.115784169,0.884215831,70479.66667,173500,1,13414.10662,0.824748671,0.175251329,0.241975614,0.069072583,0.004287905,0.011629548,0.107261196,0.235799562,0.113143952,0.077458581,4862.092989,0.039841417,0.960158583,74007.16667,167123.0769,1,29869.14278,0.783499103,0.216500897,0.280871052,0.106114568,0.006659435,0.00635015,0.090127428,0.223248253,0.140811634,0.10161264,11198.1561,0.059210521,0.940789479,80267.33333,179804.7619,1,48201251800,1814,0.94707828,0.05292172,0.221058434,0.035832415,0.003307607,0,0.061742007,0.228776185,0.193495039,0.078678206,785,0.122292994,0.877707006,71583,180700,1,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10581407.4056601, 3493553.29380176)
1475,1488,315_77536DSPSL2525B,50000,315,Formaldehyde,77536DSPSL2525B,-95.08986,29.73427,TM DEER PARK SERVICES LP,2525 BATTLEGROUND RD,DEER PARK,HARRIS,TX,77536,77536,48201,48,18.3,9.1,1.2,505.4,0.25,325199,13650.8,27339,29204,49209,26938,13650.55,27339,29204,49209,26938,1.13819,0,3.90732,3.96493,0,0.0089076,0,0.0305791,0.0310299,0,1.13819,0,3.90732,3.96493,0,5290985,136695,192015,8341165,134690,5223300,0,46000,8096000,0,108563,136695,146375,308525,134690,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,3,3999.827526,0.862473981,0.137526019,0.412960895,0.002335955,0.001801074,0.005442618,0.066612472,0.238600326,0.110035416,0.168489781,1503.950606,0.1290653,0.8709347,78542,141388.8889,15,102843.5989,0.80040058,0.19959942,0.525214034,0.044255824,0.006697851,0.005333047,0.071731393,0.238510475,0.118560531,0.205249268,36346.56484,0.078146677,0.921853323,67384.8642,134402.5641,29,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10585354.7948037, 3469438.25693725)
1476,1489,315_77536MPKNC2759B,50000,315,Formaldehyde,77536MPKNC2759B,-95.094145,29.741093,VOPAK LOGISTICS SERVICES USA INC DEER PARK,2759 INDEPENDENCE PKWY SOUTH,DEER PARK,HARRIS,TX,77536,77536,48201,48,12.8,0,0.9,293.7,0.19,562211,36117,NA,NA,NA,NA,36117,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,180585,NA,NA,NA,NA,0,NA,NA,NA,NA,180585,NA,NA,NA,NA,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,2,3791.180576,0.855967255,0.144032745,0.583241948,0.003283085,0.001977626,0.002419758,0.08429071,0.215064687,0.092389005,0.254421674,1405.589501,0.129877847,0.870122153,68882.14286,127014.2857,15,105884.3674,0.781463436,0.218536564,0.572831941,0.053819329,0.006418508,0.002150202,0.070571058,0.240146634,0.10808457,0.22834104,36044.31133,0.074824389,0.925175611,65434.41667,130489.1566,31,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10585831.7988217, 3470312.98697612)
1477,1490,315_77536RHMND6600L,50000,315,Formaldehyde,77536RHMND6600L,-95.102778,29.73,DEER PARK_TX (ROH),1900 TIDAL RD,DEER PARK,HARRIS,TX,77536,77536,48201,48,23.6,8.5,0.5,537.3,0.25,325110,474,1059,14971,1840,2830,474,1059,14971,1840,2830,2649.44,6002.77,86053.6649,10732.988,16728.9531,20.7348,46.9782,673.4639865,83.99693,130.922372,2649.44,6002.77,86053.6649,10732.988,16728.9531,21804000,48714000,688666000,84640000,130180000,21804000,48714000,688666000,84640000,130180000,170640,381240,5389560,662400,1018800,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,2,7129.235652,0.887217882,0.112782118,0.349146406,0.004726771,0.005217828,0.006402509,0.045494195,0.235396635,0.132671488,0.121595337,2744.548825,0.10911074,0.89088926,82311.3,149827.2727,15,127944.1471,0.800070136,0.199929864,0.580748864,0.044655998,0.006861289,0.005146608,0.075355233,0.243318599,0.110130266,0.227330064,44277.6351,0.081367971,0.918632029,64981.05319,129226.9663,26,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10586792.8199857, 3468890.85978955)
1478,1491,315_77536SFTYK2027B,50000,315,Formaldehyde,77536SFTYK2027B,-95.08981,29.73028,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,77571,48201,48,25.5,11.2,1.2,345.9,0.19,562211,624.73,286.28,25104.54,2660.15,537.9,279.92,256.39,249.46,328.83,91.9,1468.7565,1366.01248,1226.32898,1803.164045,504.93316,11.4945816,10.6905151,9.59737115,14.11176209,3.9516443,1468.7565,1366.01248,1226.32898,1803.164045,504.93316,12876320,11793940,11475160,15126180,4227400,12876320,11793940,11475160,15126180,4227400,100771.2,92300.4,89805.6,118378.4,33084,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,3,4951.174259,0.873291135,0.126708865,0.351820307,0.002005769,0.001894522,0.006699542,0.054164306,0.248490777,0.122051561,0.13391318,1832.495068,0.119441385,0.880558615,79894.44444,145700,15,106340.067,0.803912346,0.196087654,0.519579855,0.040639818,0.007171786,0.006032771,0.072071641,0.238581645,0.119763558,0.199840546,37818.57727,0.078730857,0.921269143,67486.22785,135139.4737,29,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10585349.2288291, 3468926.75397068)
1479,1492,315_77536WRGRC739BA,50000,315,Formaldehyde,77536WRGRC739BA,-95.092135,29.715801,GEO SPECIALTY CHEMICALS,739 INDEPENDENCE PKWY (FORMERLY BATTLEGROUND RD),DEER PARK,HARRIS,TX,77536,77536,48201,48,12.2,3,0.5,477.6,0.25,325199,2704,2600,2400,199.0794,1.72,2554,2420,2400,1.0794,1.72,17456.168,16765.824,16845.559,7.6754724,12.4036,136.61371,131.211359,131.83416,0.060068958,0.0970713,17456.168,16765.824,16845.559,7.6754724,12.4036,117484000,111320000,110400000,49652.4,79120,117484000,111320000,110400000,49652.4,79120,919440,871200,864000,388.584,619.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,2,16783.79823,0.847665884,0.152334116,0.315243911,0.014608497,0.018803174,0.0035529,0.062405079,0.238360074,0.151452651,0.076544186,5948.377547,0.050591484,0.949408516,90385.33333,174773.3333,15,109869.5344,0.806449922,0.193550078,0.51781996,0.04007002,0.009217782,0.006543368,0.072753582,0.241024848,0.117621336,0.189921831,39113.16797,0.0747007,0.9252993,70339.67073,136966.6667,25,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10585608.0466452, 3467070.77153865)
1480,1493,315_77539DRTHR2700A,50000,315,Formaldehyde,77539DRTHR2700A,-94.965569,29.468788,CLEAN HARBORS SAN LEON INC,2700 AVE S,SAN LEON,GALVESTON,TX,77539,77539,48167,48,25.5,11.2,1.2,519.3,0.19,562211,47559,NA,NA,221490,12737,10,NA,NA,255,579,14.02237,NA,NA,398.61645,0,0.1097402,NA,NA,3.1196118,0,14.02237,NA,NA,398.61645,0,460000,NA,NA,11730000,26634000,460000,NA,NA,11730000,26634000,3600,NA,NA,91800,208440,293.1207041,0.793836267,0.206163733,0.177392588,0.059984396,0.02838698,0.004994946,0.049246799,0.13789455,0.261977699,0.140765246,143.3366007,0.01162348,0.98837652,47384.5,155350,1,10435.07509,0.756084942,0.243915058,0.339287915,0.082824596,0.019892054,0.003876821,0.072438196,0.2336607,0.154225912,0.161497494,4622.228717,0.106011513,0.893988487,75500.25,212677.7778,1,63417.12881,0.734941531,0.265058469,0.34736328,0.107358802,0.02316719,0.004940764,0.072759033,0.231389989,0.126745163,0.158928416,24034.54948,0.080559004,0.919440996,85945.57143,197696,2,48167721800,4775,0.803560209,0.196439791,0.346806283,0.002722513,0.02408377,0,0.024712042,0.165026178,0.166492147,0.234590377,2569,0.191124951,0.808875049,64412,125500,1,48167,332885,0.788067951,0.211932049,0.246340328,0.125595927,0.033251724,0.003923277,0.063904952,0.230469982,0.139489614,0.109877356,146445,0.170760354,0.829239646,73330,199200,5,c(-10571518.7839735, 3435448.62503063)
1481,1494,315_77541BSFCR602CO,50000,315,Formaldehyde,77541BSFCR602CO,-95.399777,29.002075,BASF CORP - FREEPORT SITE,602 COPPER RD,FREEPORT,BRAZORIA,TX,77541,77541,48039,48,18.3,0.6,0.9,443.7,0.25,325199,5585,2189.92,1960,2086,1400,5585,2189.92,1960,2086,1400,13332.21,3341.613,4235.51,2887.692,3141.19,104.3388,26.15174,33.14748,22.59931,24.58327,13332.21,3341.613,4235.51,2887.692,3141.19,249090850,70057655,90160000,60263880,64400000,249090000,70054320,90160000,60260000,64400000,1950250,551586.2,705600,475480,504000,147.5614267,0.687553981,0.312446019,0.445240674,0.158171325,0,0.014003979,0.048107719,0.251213982,0.130366692,0.314714622,72.24131656,0.139901983,0.860098017,41241,80900,1,20941.46322,0.724914918,0.275085082,0.529457721,0.101802998,0.003911833,0.002492156,0.058389852,0.242009239,0.10779133,0.181041396,8964.160618,0.12615633,0.87384367,61985.91304,140331.8182,3,56624.29302,0.745132655,0.254867345,0.453629123,0.085520775,0.017114325,0.006262365,0.064275785,0.239634059,0.109244877,0.134502985,23048.46974,0.109997353,0.890002647,70480.23256,152236.3636,7,48039664200,2218,0.84896303,0.15103697,0.206041479,0.050045086,0.004959423,0,0.030658251,0.156898106,0.227682597,0.130306604,2456,0.55985342,0.44014658,44479,172500,7,48039,360677,0.724093857,0.275906143,0.306265717,0.139839801,0.066976824,0.006656926,0.069377864,0.234606033,0.115740677,0.120675446,136285,0.10831713,0.89168287,81447,197700,16,c(-10619854.5974319, 3375910.13857498)
1482,1495,315_77541NLCCHPODRA,50000,315,Formaldehyde,77541NLCCHPODRA,-95.335,28.9578,CHAMPIONX-FREEPORT,2322 COUNTY RD 229,FREEPORT,BRAZORIA,TX,77541,77541,48039,48,14.5,4.9,2,530.6,0.25,325199,1363,228.041,70919.0406,73704.36,50815.1015,1363,223.041,70919.1406,73704.21,50815.1415,390.69285,61.4314676,122.6838725,109.2185525,47.86133544,3.0575962,0.480768094,0.960135219,0.854754759,0.374567191,390.69285,61.4314676,122.6838725,109.2185525,47.86133544,62698000,10259886,1056585643,1002227472,258766282.6,62698000,10259886,1056345868,1001967860,258540309,490680,80294.76,8506830.216,8101099.2,2249332.54,73.60523532,0.811160123,0.188839877,0.397216624,0.03208905,0.010786756,0.000387837,0.018992028,0.191469981,0.220723085,0.106985915,54.62635448,0.333771873,0.666228127,49467,133766.6667,2,10147.98391,0.530337163,0.469662837,0.621942429,0.185051299,0.010736155,0.02583631,0.062538239,0.248220545,0.089822163,0.225591917,4185.246085,0.157208019,0.842791981,46099.7,116191.6667,5,14800.66832,0.593678565,0.406321435,0.597388665,0.156872817,0.007567226,0.024151207,0.059318225,0.237997889,0.106165813,0.222672229,6471.687605,0.175258595,0.824741405,50785.5625,112633.3333,9,48039664200,2218,0.84896303,0.15103697,0.206041479,0.050045086,0.004959423,0,0.030658251,0.156898106,0.227682597,0.130306604,2456,0.55985342,0.44014658,44479,172500,7,48039,360677,0.724093857,0.275906143,0.306265717,0.139839801,0.066976824,0.006656926,0.069377864,0.234606033,0.115740677,0.120675446,136285,0.10831713,0.89168287,81447,197700,16,c(-10612643.6547767, 3370276.01614464)
1483,1496,315_77541THDWCBUILD,50000,315,Formaldehyde,77541THDWCBUILD,-95.3549,28.9792,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,77541,775413257,48039,48,45.7,160.6,0.4,1033.2,0.34,486990,11166,12935,11505,11622,12569,11166,12934,11498,11622,12569,2854.1,3531.94,2566.483,3074.22,2658.164,22.3364,27.6413,20.08558,24.0591,20.8031,2854.1,3531.94,2566.483,3074.22,2658.164,513636000,594964000,528908000,534612000,578174000,513636000,594964000,528908000,534612000,578174000,4019760,4656240,4139280,4183920,4524840,459.3020765,0.311629003,0.688370997,0.404510699,0.432275505,0.003013896,0.103764137,0.079026784,0.258129768,0.040883608,0.277691613,174.7463532,0.150908257,0.849091743,35054.66667,62450,1,11666.00275,0.537248473,0.462751527,0.635602429,0.182830774,0.009105118,0.021186995,0.059640083,0.252055733,0.086097502,0.235156884,4669.160662,0.138156862,0.861843138,45290.63636,109053.8462,6,28980.63667,0.656945417,0.343054583,0.574443449,0.125754185,0.005876541,0.012479047,0.059878921,0.243293806,0.107498853,0.207516526,12527.81814,0.15337759,0.84662241,60229.34483,140512.9032,8,48039664200,2218,0.84896303,0.15103697,0.206041479,0.050045086,0.004959423,0,0.030658251,0.156898106,0.227682597,0.130306604,2456,0.55985342,0.44014658,44479,172500,7,48039,360677,0.724093857,0.275906143,0.306265717,0.139839801,0.066976824,0.006656926,0.069377864,0.234606033,0.115740677,0.120675446,136285,0.10831713,0.89168287,81447,197700,16,c(-10614858.9126435, 3372998.92726419)
1484,1497,315_77545CHMPN3130H,50000,315,Formaldehyde,77545CHMPN3130H,-95.44772,29.54116,NALCO FRESNO FACILITY,3130 FM 521,FRESNO,FORT BEND,TX,77545,77545,48157,48,4.6,0,0.9,294.3,0.25,325199,77205.2,133048,136152,131449.6046,120912.8744,31985.2,83263,82989.03,75850.5646,68075.91439,2.58732,105.423,4358.918,4099.707573,3867.926089,0.0202486,0.825046,34.113272,32.08469405,30.27077313,2.58732,105.423,4358.918,4099.707573,3867.926089,1471319200,3830098000,3817494000,3489127812,3131490222,1471319200,3830098000,3817494000,3489127812,3131490222,11514672,29974680,29876040.2,27306218.06,24507314.38,1393.730712,0.472190143,0.527809857,0.119768902,0.267121541,0.18242986,0.010171847,0.126610709,0.24784701,0.118844481,0.039126109,485.0292895,0.041936948,0.958063052,89659.5,220650,1,51043.16399,0.298973805,0.701026195,0.27021299,0.422632971,0.14447708,0.004171119,0.098610004,0.274200758,0.069088263,0.109925689,16494.84695,0.042720843,0.957279157,112669.1,240371.875,1,194045.899,0.385915568,0.614084432,0.278483536,0.385739392,0.107603279,0.005810493,0.078478518,0.261426315,0.092864141,0.117978636,64656.80333,0.04997201,0.95002799,95489.26364,212206.3063,1,48157670700,8333,0.350174007,0.649825993,0.11124445,0.400576023,0.16824673,0.005520221,0.12600504,0.227049082,0.120964839,0.060344828,2799,0.033583423,0.966416577,113510,292200,1,48157,765394,0.517255165,0.482744835,0.244971871,0.205298186,0.202406865,0.003396943,0.069007596,0.246216981,0.106279903,0.093859583,251641,0.054673126,0.945326874,97743,265900,2,c(-10625191.587779, 3444705.5424663)
1485,1498,315_7754WBLCBP231NB,50000,315,Formaldehyde,7754WBLCBP231NB,-95.376501,28.981692,FREEPORT_OLIN BC,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,77541,77541,48039,48,13.7,0,0.2,294.3,0.25,325199,998,685,727,2990,454,700,164,150,111,101,80.5087,371.913,343.717,253.899,230.662,0.630068,2.91063,2.68996,1.98704,1.80518,80.5087,371.913,343.717,253.899,230.662,32200000,7544000,6900000,5106000,4646000,32200000,7544000,6900000,5106000,4646000,252000,59040,54000,39960,36360,1718.32052,0.604772501,0.395227499,0.774565868,0.147717162,9.58E-05,0.003298065,0.039746545,0.284791274,0.111255288,0.229813712,700.6468174,0.113392141,0.886607859,39110.5,68333.33333,1,12400.00109,0.556535902,0.443464098,0.634857237,0.178622052,0.007942617,0.020970689,0.059735277,0.248438714,0.083290017,0.251563563,4824.909476,0.118706844,0.881293156,47040.75,103485.7143,5,42083.30404,0.701086475,0.298913525,0.495727728,0.103139082,0.013501015,0.008738056,0.063335696,0.240437383,0.109849466,0.161745868,17495.4822,0.124415226,0.875584774,64736.02778,144005.2632,8,48039664300,6037,0.491303628,0.508696372,0.655954945,0.241841974,0.001159516,0.03992049,0.049693556,0.270829882,0.07470598,0.251072961,2365,0.126427061,0.873572939,45634,76500,1,48039,360677,0.724093857,0.275906143,0.306265717,0.139839801,0.066976824,0.006656926,0.069377864,0.234606033,0.115740677,0.120675446,136285,0.10831713,0.89168287,81447,197700,16,c(-10617263.5249641, 3373316.043053)
1486,1499,315_7754WMGLBL457EH,50000,315,Formaldehyde,7754WMGLBL457EH,-95.333659,28.980228,MEGLOBAL OYSTER CREEK,4057 E HIGHWAY 332,FREEPORT,BRAZORIA,TX,77541,77541,48039,48,16.8,9.1,0.7,358.2,0.25,325199,NA,NA,NA,43783,420985.31,NA,NA,NA,43783,420985.31,NA,NA,NA,28.1942,107.228393,NA,NA,NA,0.22065,0.8391813,NA,NA,NA,28.1942,107.228393,NA,NA,NA,2014018000,19365324260,NA,NA,NA,2014018000,19365324260,NA,NA,NA,15761880,151554711.6,52.50514389,0.867321059,0.132678941,0.233876742,0.035250134,0.012909267,0,0.024759841,0.171094894,0.239057326,0.118685209,39.09808042,0.328366604,0.671633396,39643,161350,1,8385.75111,0.54891104,0.45108896,0.600363267,0.197765093,0.008257153,0.029012115,0.053995982,0.251301087,0.097973735,0.220247835,3590.11372,0.166033161,0.833966839,45535.8,110325,6,20594.94727,0.615783981,0.384216019,0.607851313,0.150128255,0.005663365,0.01612956,0.054104886,0.247749057,0.107632602,0.237878358,9003.717485,0.180659432,0.819340568,56062.95,123968.1818,8,48039664200,2218,0.84896303,0.15103697,0.206041479,0.050045086,0.004959423,0,0.030658251,0.156898106,0.227682597,0.130306604,2456,0.55985342,0.44014658,44479,172500,7,48039,360677,0.724093857,0.275906143,0.306265717,0.139839801,0.066976824,0.006656926,0.069377864,0.234606033,0.115740677,0.120675446,136285,0.10831713,0.89168287,81447,197700,16,c(-10612494.3753396, 3373129.74296409)
1487,1500,315_77571NVSTS12455,50000,315,Formaldehyde,77571NVSTS12455,-95.03339,29.69797,THE LYCRA CO LA PORTE PLANT (PREVIOUSLY INVISTA SARL,12455  STRANG RD,LA PORTE,HARRIS,TX,77571,77571,48201,48,8.1,0.4,0.4,304,0.25,325199,37601,36310,47656.4,37900,36253,36851,35310,46371.4,36900,35070,15898.53,16836.81,24941.67,14303.99,11310.51,124.4235,131.767,195.1959,111.9444,88.517,15898.53,16836.81,24941.67,14303.99,11310.51,1695146000,1624260000,2133084400,1697400000,1613220000,1695146000,1624260000,2133084400,1697400000,1613220000,13266360,12711600,16693704,13284000,12625200,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,2,10525.85757,0.746662304,0.253337696,0.447424417,0.100483182,0.003681572,0.000143767,0.071856233,0.2390712,0.11404428,0.221962362,3683.060033,0.067247291,0.932752709,75312.6875,124750,5,79832.48136,0.758029231,0.241970769,0.423197448,0.085244158,0.010117683,0.00522297,0.069024586,0.235496295,0.1250816,0.167528694,29843.36165,0.074685037,0.925314963,70680.96875,140765.625,26,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10579068.5831586, 3464785.48266232)
1488,1501,315_7757WDBWST12511,50000,315,Formaldehyde,7757WDBWST12511,-95.03569,29.694943,FOREMARK PERFORMANCE CHEMICALS,12511 STRANG RD,LA PORTE,HARRIS,TX,77571,77571,48201,48,16.8,9.1,0.7,358.2,0.25,325199,1130,1130,750,750,689,1130,1130,750,750,689,4983.03,5044.4,3413.66,3453.39,3209.72,38.99762,39.47798,26.7156,27.0266,25.1195,4983.03,5044.4,3413.66,3453.39,3209.72,51980000,51980000,34500000,34500000,31694000,51980000,51980000,34500000,34500000,31694000,406800,406800,270000,270000,248040,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,0,NaN,NaN,NA,NA,2,11432.387,0.764367688,0.235632312,0.419808833,0.089619847,0.004123434,0.000348614,0.073092644,0.235261848,0.114503397,0.190194296,3987.621361,0.051190193,0.948809807,77720.76471,129076.4706,5,77711.61745,0.767474422,0.232525578,0.415381818,0.07784331,0.009665552,0.005279565,0.067371588,0.236808168,0.128294792,0.162533548,29236.98909,0.074645261,0.925354739,71012.89231,140889.0625,28,48201343601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,17,48201,4646630,0.625388077,0.374611923,0.429368166,0.190308245,0.070457945,0.004146876,0.075854974,0.250634761,0.101610845,0.185870105,1768096,0.092035727,0.907964273,61705,175700,71,c(-10579324.6179874, 3464397.57109412)
1489,1502,315_77581THRDC1871M,50000,315,Formaldehyde,77581THRDC1871M,-95.29485,29.57603,THIRD COAST TERMINALS PEARLAND,1871 MYKAWA,PEARLAND,BRAZORIA,TX,77581,77581,48039,48,10.7,7,0.6,320.4,0.25,325998,3421,566,NA,NA,NA,3421,566,NA,NA,NA,47.5912,12.0725,NA,NA,NA,0.372453,0.0944801,NA,NA,NA,47.5912,12.0725,NA,NA,NA,157366000,26036000,NA,NA,NA,157366000,26036000,NA,NA,NA,1231560,203760,NA,NA,NA,157.4218119,0.928925254,0.071074746,0.342774209,0.007110683,0,0.012475864,0.04140214,0.216696833,0.242927641,0.063520759,69.5072927,0.037205852,0.962794148,68434.66667,171500,2,48018.64582,0.665720424,0.334279576,0.365204247,0.151794589,0.065075606,0.008643066,0.076363138,0.246844459,0.096173737,0.085463697,17178.94981,0.075412681,0.924587319,101689.8333,226538.6364,2,226046.8317,0.561812114,0.438187886,0.406419739,0.201833097,0.090251864,0.006192928,0.075980665,0.240379474,0.103068269,0.14725138,76903.08166,0.064983847,0.935016153,86815.34028,196981.1594,3,48039660503,2889,0.88992731,0.11007269,0.391831083,0.010730357,0,0.030460367,0.056767047,0.191069574,0.173762548,0.080446927,1161,0.046511628,0.953488372,60625,167300,2,48039,360677,0.724093857,0.275906143,0.306265717,0.139839801,0.066976824,0.006656926,0.069377864,0.234606033,0.115740677,0.120675446,136285,0.10831713,0.89168287,81447,197700,16,c(-10608174.1772214, 3449168.03987793)
