FacilityID,FacilityName,Street,City,County,State,ZIPCode,Longitude,Latitude,Chemical,PoundsReleased_2018,PoundsReleased_2019,PoundsReleased_2020,PoundsReleased_2021,PoundsReleased_2022,PoundsReleased_5yr_min,PoundsReleased_5yr_sum,PoundsReleased_5yr_max,Pounds_5yr_perc,Cancer_PoundsReleased_5yr_min,Cancer_PoundsReleased_5yr_sum,Cancer_PoundsReleased_5yr_max,Cancer_Pounds_5yr_perc,Cancer_weighted_5yr_sum,Dev_PoundsReleased_5yr_min,Dev_PoundsReleased_5yr_sum,Dev_PoundsReleased_5yr_max,Dev_Pounds_5yr_perc,Dev_weighted_5yr_sum,Asthma_PoundsReleased_5yr_min,Asthma_PoundsReleased_5yr_sum,Asthma_PoundsReleased_5yr_max,Asthma_Pounds_5yr_perc,Asthma_weighted_5yr_sum,population_10km,WhtPercent_10km,NWPercent_10km,HispPercent_10km,BlkPercent_10km,AsianPercent_10km,AmerIndPercent_10km,Under5Percent_10km,ReprodFemPercent_10km,Over64Percent_10km,EduPercent_10km,housing_units_10km,VacPercent_10km,OwnOccPercent_10km,avg_median_income_10km,avg_median_house_value_10km,population_county,WhtPercent_county,NWPercent_county,HispPercent_county,BlkPercent_county,AsianPercent_county,AmerIndPercent_county,Under5Percent_county,ReprodFemPercent_county,Over64Percent_county,EduPercent_county,housing_units_county,VacPercent_county,OwnOccPercent_county,avg_median_income_county,avg_median_house_value_county,WhtPercent_change,NWPercent_change,HispPercent_change,BlkPercent_change,AsianPercent_change,AmerIndPercent_change,Under5Percent_change,ReprodFemPercent_change,Over64Percent_change,EduPercent_change,NAICS,10km_Pounds_sum,10km_Pounds_min,10km_Pounds_max,10km_Cancer_Pounds_sum,10km_Cancer_Pounds_min,10km_Cancer_Pounds_max,10km_Dev_Pounds_sum,10km_Dev_Pounds_min,10km_Dev_Pounds_max,10km_Asthma_Pounds_sum,10km_Asthma_Pounds_min,10km_Asthma_Pounds_max,10km_facnum,Health_Risk_Count
04239NTRNTRILEY,PIXELLE SPECIALTY SOLUTIONS,300 RILEY RD - ANDROSCOGGIN MILL,JAY,FRANKLIN,ME,4239,-70.238607,44.506335,"Formaldehyde, Acetaldehyde",15432,22669,8334,#NUM!,#NUM!,6939,75366,22669,65.69343066,6939,75366,22669,72.30571061,28931,0,0,0,0,0,6939,75366,22669,86.86131387,44183.60422,4773.973932,0.936928771,0.063071229,0.007794716,0.000400691,0.02147095,0.000592136,0.045534009,0.252620831,0.146414439,0.07226571,2297.65668,0.159052944,0.840947056,55178.18182,124272.7273,29933,0.958975044,0.041024956,0.013296362,0.002873083,0.004977784,0.000634751,0.046169779,0.203855277,0.219857682,0.064038956,22265,0.441904334,0.558095666,51630,146900,-2.298941334,53.73868974,-41.37707885,-86.05363721,331.3355336,-6.713631554,-1.377025983,23.92165392,-33.40490175,12.84648293,Pulp Mills,75366,6939,22669,75366,6939,22669,0,0,0,75366,6939,22669,0,2
04276BSCSCROUTE,ND PAPER INC. - RUMFORD DIV,35 HARTFORD ST,RUMFORD,OXFORD,ME,4276,-70.5411,44.5508,"Formaldehyde, Acetaldehyde",26264.72,24517.55,22300.55,13156.34,16095.27,2108.7,139169.73,26264.72,68.74194933,2108.7,139169.73,26264.72,74.88192357,61400.658,0,0,0,0,0,2108.7,139169.73,26264.72,88.32116788,97372.75661,6498.500862,0.963717161,0.036282839,0.004851107,0.002335474,0.014225702,0.001033541,0.025350036,0.204392034,0.227149707,0.083363372,4047.566503,0.331531715,0.668468285,43081.41667,97854.54545,57741,0.956911034,0.043088966,0.014443809,0.003169325,0.005386121,0.002909544,0.044353233,0.193813755,0.217575033,0.085934071,37123,0.397704927,0.602295073,49761,150700,0.711260148,-15.79552128,-66.41393673,-26.31003673,164.1177724,-64.47755905,-42.84512222,5.457961122,4.400630488,-2.991478598,Pulp Mills,139169.73,2108.7,26264.72,139169.73,2108.7,26264.72,0,0,0,139169.73,2108.7,26264.72,0,2
04694GRGPCMILLA,WOODLAND PULP LLC,144 MAIN ST,BAILEYVILLE,WASHINGTON,ME,4694,-67.402006,45.156894,"Formaldehyde, Acetaldehyde",54793,55463,49490,51360,50046,9565,311304,55463,80.76427651,9565,311304,55463,84.88621726,156691.2,0,0,0,0,0,9565,311304,55463,94.58995277,248490.0745,1077.700486,0.920661162,0.079338838,0.036192996,6.00482E-05,0.000458758,0.017538706,0.034221848,0.220970941,0.156941154,0.056470824,619.6769256,0.269663002,0.730336998,49635.4,98500,31378,0.904104787,0.095895213,0.025176876,0.007043151,0.004652942,0.053604436,0.048218497,0.182739499,0.245235515,0.090551181,23381,0.408494076,0.591505924,44847,115200,1.83124515,-17.26506934,43.75491612,-99.14742462,-90.14046439,-67.28124239,-29.02755092,20.92128011,-36.00390464,-37.63656839,Pulp Mills,311304,9565,55463,311304,9565,55463,0,0,0,311304,9565,55463,0,2
04740JMHBRPOBOX,HUBER ENGINEERED WOODS LLC,333 STATION RD,EASTON,AROOSTOOK,ME,4740,-67.906918,46.665557,Formaldehyde,12173,12486,11147,12491.58,15437.87,11147,63735.45,15437.87,56.71962216,11147,63735.45,15437.87,65.00644053,63735.45,0,0,0,0,0,11147,63735.45,15437.87,82.78231,63880.76564,3538.047955,0.959593762,0.040406238,0.02194832,0.003194363,0.010914283,0.012451319,0.072547066,0.212582784,0.241973681,0.086776231,1768.129326,0.127568826,0.872431174,51344.28571,117228.5714,67431,0.944862155,0.055137845,0.012872418,0.010128872,0.004196883,0.019115837,0.049131705,0.183876852,0.241031573,0.102021251,40007,0.260279451,0.739720549,43791,102600,1.559127605,-26.71777759,70.50658743,-68.4627944,160.0568925,-34.863857,47.65835305,15.61149859,0.390864775,-14.94298532,Reconstituted Wood Product Manufacturing,63735.45,11147,15437.87,63735.45,11147,15437.87,0,0,0,63735.45,11147,15437.87,0,2
04761LSNPCSTATI,LOUISIANA-PACIFIC CORP,240 STATION RD,NEW LIMERICK,AROOSTOOK,ME,4761,-67.954136,46.109606,Formaldehyde,14047,9594.44,8708.83,#NUM!,#NUM!,8708.83,32350.27,14047,54.91627308,8708.83,32350.27,14047,63.50364964,32350.27,0,0,0,0,0,8708.83,32350.27,14047,81.70888793,32424.02801,1743.805826,0.952797805,0.047202195,0.021563661,0.004280986,0.000818573,0.026007414,0.040885712,0.218405521,0.214096966,0.082549584,1000.526906,0.297130069,0.702869931,49801.6,111200,67431,0.944862155,0.055137845,0.012872418,0.010128872,0.004196883,0.019115837,0.049131705,0.183876852,0.241031573,0.102021251,40007,0.260279451,0.739720549,43791,102600,0.839873826,-14.39238329,67.51834147,-57.73482029,-80.49568922,36.05166298,-16.78344473,18.77814903,-11.1747213,-19.0858929,Reconstituted Wood Product Manufacturing,32350.27,8708.83,14047,32350.27,8708.83,14047,0,0,0,32350.27,8708.83,14047,0,2
04976SDWRRRFD3U,SAPPI N.A. INC. - SOMERSET OPERATIONS,1329 WATERVILLE RD,SKOWHEGAN,SOMERSET,ME,4976,-69.6472,44.7024,"Formaldehyde, Acetaldehyde",42304,43203,43884,45633,46054,23532,342038,46054,77.88750537,23532,342038,46054,82.73937312,132646.8,0,0,0,0,0,23532,342038,46054,93.13009875,210359.0579,4948.48914,0.975968381,0.024031619,0.02521203,0.006619385,0,0.009751962,0.038858907,0.215732224,0.179542608,0.082871286,2272.375022,0.075664236,0.924335764,54704.9,153220,50573,0.963577403,0.036422597,0.011310383,0.00610998,0.006011113,0.002827596,0.046526803,0.19413521,0.214659996,0.097284647,30963,0.300939831,0.699060169,45382,122400,1.285934895,-34.02002897,122.9104874,8.337270739,-100,244.8852815,-16.48059922,11.12472767,-16.35954039,-14.81565831,Pulp Mills,342038,23532,46054,342038,23532,46054,0,0,0,342038,23532,46054,0,2
05201TNSTRWESTR,TANSITOR ELECTRONICS INC,2813 W RD,BENNINGTON,BENNINGTON,VT,5201,-73.26595,42.87621,1-Bromopropane,2220,1867,2155.3,1234,1909,1234,9385.3,2220,27.30785745,1234,9385.3,2220,39.71661657,5631.18,1234,9385.3,2220,67.49677973,5631.18,0,0,0,0,0,15301.2199,0.943227662,0.056772338,0.02605859,0.007937088,0.010468302,0.00411368,0.057501662,0.212865216,0.242383718,0.068207428,6928.390929,0.106890864,0.893109136,56558.1,168957.1429,35649,0.950405341,0.049594659,0.021122612,0.008667845,0.010294819,0.003871076,0.047322506,0.198855508,0.22634576,0.07388485,21189,0.31167115,0.68832885,58200,210600,-0.755222942,14.47268581,23.36821853,-8.43066816,1.685146615,6.267082888,21.51018157,7.045169779,7.085601445,-7.684148076,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",75557.145,9135.29,60490.555,75557.15,9135.29,60490.56,75557.15,9135.29,60490.56,0,0,0,1,2
05201VRDYB401GA,ENERGIZER MANUFACTURING INC,401 GAGE ST,BENNINGTON,BENNINGTON,VT,5201,-73.19139,42.88153,Trichloroethylene,58270.555,7901.29,#NUM!,#NUM!,#NUM!,7901.29,66171.845,58270.555,81.32245599,7901.29,66171.85,58270.56,85.31558609,66171.85,7901.29,66171.85,58270.56,90.55388579,39703.11,0,0,0,0,0,15852.98301,0.945712299,0.054287701,0.02794026,0.008971053,0.009813691,0.004609044,0.047243613,0.212852502,0.232215734,0.0789417,7257.731203,0.113226243,0.886773757,56154.26316,176090,35649,0.950405341,0.049594659,0.021122612,0.008667845,0.010294819,0.003871076,0.047322506,0.198855508,0.22634576,0.07388485,21189,0.31167115,0.68832885,58200,210600,-0.493793763,9.462797792,32.27653714,3.498082779,-4.673495066,19.06363544,-0.16671207,7.03877606,2.593365853,6.844231894,,75557.145,9135.29,60490.555,75557.15,9135.29,60490.56,75557.15,9135.29,60490.56,0,0,0,1,2
05452BMXXX1000R,GLOBALFOUNDRIES U.S. 2 LLC - VERMONT FACILITY,1000 RIVER ST,ESSEX JUNCTION,CHITTENDEN,VT,5452,-73.090622,44.481636,N-Methyl-2-pyrrolidone,87753.99,86721.6,104913.9,92493,61637.76,61637.76,433520.25,104913.9,87.59124088,0,0,0,0,0,61637.76,433520.25,104913.9,93.04422499,346816.2,0,0,0,0,0,41029.7466,0.878274602,0.121725398,0.025453158,0.026842842,0.044034055,0.001430045,0.051941637,0.235534824,0.160817451,0.053650195,17619.78898,0.03992403,0.96007597,85956.17143,304797.2222,163414,0.894078843,0.105921157,0.024208452,0.02647264,0.038117909,0.001627768,0.046195552,0.255094423,0.150868347,0.051959327,70460,0.056514334,0.943485666,76316,314200,-1.767656258,14.920759,5.141617497,1.398431344,15.52064723,-12.14684117,12.43860985,-7.667591784,6.594560735,3.254214591,Semiconductor and Related Device Manufacturing,433520.25,61637.76,104913.9,0,0,0,433520.25,61637.76,104913.9,0,0,0,0,1
06010STRNP110HA,IDEX HEALTH & SCIENCE LLC,110 HALCYON DR,BRISTOL,HARTFORD,CT,6010,-72.91916,41.65164,Dichloromethane (Methylene chloride),15942,15883,10014,10312,8408,8408,60559,15942,57.62129669,8408,60559,15942,65.77930442,48447.2,0,0,0,0,0,0,0,0,0,0,108995.72,0.846259103,0.153740897,0.124747998,0.039173751,0.027283502,0.003592259,0.048689709,0.216533257,0.180890775,0.084148541,48430.92576,0.070710582,0.929289418,77590.85556,219272.8261,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,23.091468,-50.80224009,-32.12479147,-71.6242605,-51.09094585,27.27737483,-8.967957436,-3.080560934,5.608360308,-15.86103011,All Other Plastics Product Manufacturing,576110.9,79013.56,167512,557590.89,78943.35,162971,308425.32,45226.25,98819.25,0,0,0,3,1
06023STNCH401BE,STANCHEM INC,401 BERLIN ST,EAST BERLIN,HARTFORD,CT,6023,-72.713889,41.62,Acrylonitrile,#NUM!,#NUM!,#NUM!,#NUM!,32.25,32.25,32.25,32.25,5.109489051,32.25,32.25,32.25,21.55431516,19.35,32.25,32.25,32.25,53.88578789,19.35,0,0,0,0,0,105350.628,0.762448267,0.237551733,0.146696311,0.081029631,0.070356871,0.001616938,0.053652915,0.220052709,0.1869495,0.084265292,46982.90417,0.055557442,0.944442558,82249.31915,239019.5652,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,10.90087676,-23.98240589,-20.18274571,-41.30570505,26.12339932,-42.71025459,0.311431736,-1.505268187,9.145588913,-15.74429173,Paint and Coating Manufacturing,166717.93,20826.46,42132.25,148197.92,20756.25,37591.25,1218.92,548.25,789.25,0,0,0,1,2
0604WHYDRF34PRG,HYDROFERA LLC,340 PROGRESS DR,MANCHESTER,HARTFORD,CT,6042,-72.50245,41.79994,Formaldehyde,308,321,324,242,907.44,242,2102.44,907.44,18.93516531,242,2102.44,907.44,33.10433663,2102.44,0,0,0,0,0,242,2102.44,907.44,60.66981537,2107.233524,100761.2255,0.67985241,0.32014759,0.122822609,0.113658707,0.105053685,0.004255927,0.064539905,0.225890399,0.164717486,0.053066989,43863.03047,0.051593545,0.948406455,88728.67368,220125.2747,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,-1.11299136,2.448629697,-33.172393,-17.67063977,88.3217329,50.79181499,20.66614318,1.107659207,-3.833992539,-46.93904679,Surgical Appliance and Supplies Manufacturing,2300.04,272.1,979.64,2300.04,272.1,979.64,0,0,0,2102.44,242,907.44,1,2
0605WMCRCR595JH,MICROCARE LLC,595 JOHN DOWNEY DR,NEW BRITAIN,HARTFORD,CT,6051,-72.7556,41.67054,"1,2-Dichloroethylene, 1-Bromopropane",4612,4782,2975.34,3152.43,2998.24,70.21,19190.68,4782,35.85229712,0,670.67,241,25.76212967,402.402,0,670.67,241,56.93430657,402.402,0,0,0,0,0,155499.6343,0.727368717,0.272631283,0.24683902,0.083811458,0.059258431,0.001170201,0.054933048,0.230175316,0.177946906,0.120078637,66979.95368,0.072808043,0.927191957,79060.65926,225028.5714,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,5.798428432,-12.75679629,34.30476005,-39.29067225,6.228072483,-58.53858961,2.70481557,3.025571134,3.889658998,20.06497956,Other Chemical and Allied Products Merchant Wholesalers,166717.93,20826.46,42132.25,148197.92,20756.25,37591.25,1218.92,548.25,789.25,0,0,0,1,2
06075NRTHMOLDMO,TTM PRINTED CIRCUIT GROUP - STAFFORD DIV,4 OLD MONSON RD,STAFFORD,TOLLAND,CT,6075,-72.2907,41.98588,Formaldehyde,#NUM!,#NUM!,#NUM!,#NUM!,55.42,55.42,55.42,55.42,5.882352941,55.42,55.42,55.42,22.1983684,55.42,0,0,0,0,0,55.42,55.42,55.42,54.95920996,55.54635657,13019.00091,0.949860459,0.050139541,0.039552867,0.003721534,0.010619864,0.00297411,0.045738208,0.210870176,0.173350676,0.050263773,5571.448978,0.073404881,0.926595119,86049.33333,223123.5294,150947,0.871497943,0.128502057,0.057430754,0.030414649,0.047394118,0.000708858,0.040689779,0.24315157,0.158161474,0.052453819,59997,0.0653366,0.9346634,87809,259700,8.991704079,-60.98152661,-31.12946633,-87.76400835,-77.59244348,319.5635784,12.40711855,-13.27624337,9.603604304,-4.175190264,Bare Printed Circuit Board Manufacturing,76515.42,23336.42,46797.42,61845.42,17533.42,37930.42,14670,5803,8867,61845.42,17533.42,37930.42,1,2
06076CNNCXRIVER,3M PURIFICATION INC,32 RIVER RD,STAFFORD SPRINGS,TOLLAND,CT,6076,-72.3034,41.9496,Formaldehyde,12774,#NUM!,#NUM!,#NUM!,#NUM!,12774,12774,12774,51.95362817,12774,12774,12774,61.05624732,12774,0,0,0,0,0,12774,12774,12774,79.90553886,12803.12448,15385.14969,0.928825075,0.071174925,0.034908624,0.003117493,0.024239765,0.002469211,0.047282169,0.217060037,0.159321935,0.040357286,6496.297158,0.058463916,0.941536084,96648.31579,236783.3333,150947,0.871497943,0.128502057,0.057430754,0.030414649,0.047394118,0.000708858,0.040689779,0.24315157,0.158161474,0.052453819,59997,0.0653366,0.9346634,87809,259700,6.577999653,-44.61183968,-39.2161482,-89.75002716,-48.85491007,248.3364064,16.20158907,-10.73056333,0.733719334,-23.06130129,,27499.42,18632.42,21696.42,12829.42,12829.42,12829.42,14670,5803,8867,12829.42,12829.42,12829.42,1,2
06082NCLCR230SH,ANOCOIL LLC,230 SHAKER RD,ENFIELD,HARTFORD,CT,6082,-72.52797,42.01355,N-Methyl-2-pyrrolidone,#NUM!,#NUM!,5803,8867,#NUM!,5803,14670,8867,44.31086303,0,0,0,0,0,5803,14670,8867,73.93731215,11736,0,0,0,0,0,78253.19617,0.82397212,0.17602788,0.097396863,0.057984553,0.038416038,0.001732009,0.056098572,0.198554968,0.185548351,0.075182883,29726.0048,0.044293982,0.955706018,92616.98305,251288.5246,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,19.84974525,-43.67030817,-47.00650499,-57.99854394,-31.1344965,-38.63317012,4.88392014,-11.12757277,8.327564541,-24.82566758,Support Activities for Printing,8285873.32,1313458.12,1850350.42,8270789.92,1307654.42,1841483.42,62920.1,16320,21966.8,8219743.42,1297137.42,1828007.42,1,1
06098WNSTD249RO,SCHAEFFLER AEROSPACE USA CORP,159 COLEBROOK RIVER RD,WINSTED,LITCHFIELD,CT,6098,-73.04927,41.96096,1-Bromopropane,5327,#NUM!,#NUM!,#NUM!,#NUM!,5327,5327,5327,37.61270932,5327,5327,5327,48.51867754,3196.2,5327,5327,5327,71.27522542,3196.2,0,0,0,0,0,11963.81079,0.911225834,0.088774166,0.053975611,0.016614673,0.023103374,0.004931539,0.036567092,0.19333534,0.231661389,0.059756119,6102.292595,0.131200122,0.868799878,89790.33333,230366.6667,181143,0.916734293,0.083265707,0.066372976,0.017157715,0.019426641,0.00165615,0.040906908,0.192323192,0.212980905,0.061776148,88362,0.152327924,0.847672076,81590,258300,-0.600878456,6.615519216,-18.67833238,-3.165003097,18.92624139,197.771259,-10.60900412,0.526274577,8.77096673,-3.269917804,Ball and Roller Bearing Manufacturing,5327,5327,5327,5327,5327,5327,5327,5327,5327,0,0,0,0,2
06241NTNLPBOX41,WINCHESTER INTERCONNECT CM CORP,349 LAKE RD,DAYVILLE,WINDHAM,CT,6241,-71.89975,41.86673,Di(2-ethylhexyl) phthalate,310.87,589.84,140,136,126,126,1302.71,589.84,15.62902533,126,1302.71,589.84,30.39931301,781.626,126,1302.71,589.84,60.88449979,1302.71,0,0,0,0,0,25037.74201,0.917531008,0.082468992,0.054783204,0.018674562,0.015238687,0.00077984,0.04922002,0.220251497,0.170700549,0.106236588,11504.78816,0.110852552,0.889147448,70503.34483,221796.875,116657,0.883264613,0.116735387,0.121775804,0.025442108,0.013835432,0.004217492,0.049118356,0.21990965,0.165613722,0.108601651,49840,0.085292937,0.914707063,67365,210300,3.879516289,-29.35390505,-55.01306303,-26.59978337,10.14247541,-81.50939662,0.206977873,0.155449131,3.071500829,-2.177741764,Other Communication and Energy Wire Manufacturing,143018.71,19133,55813.84,1302.71,126,589.84,141373.71,19023,54803.84,1645,110,1010,1,2
06244RGRSCWOODS,ROGERS CORP - WOODSTOCK,245 WOODSTOCK RD,WOODSTOCK,WINDHAM,CT,6281,-71.97599,41.98372,N-Methyl-2-pyrrolidone,23005,13255,9005,7205,4605,4605,57075,23005,66.03692572,0,0,0,0,0,4605,57075,23005,83.68398454,45660,0,0,0,0,0,12405.91325,0.936131688,0.063868312,0.049355305,0.011460625,0.007369704,0,0.039281474,0.224233055,0.180978257,0.066917334,5129.375069,0.063258806,0.936741194,78388.125,256436.8421,116657,0.883264613,0.116735387,0.121775804,0.025442108,0.013835432,0.004217492,0.049118356,0.21990965,0.165613722,0.108601651,49840,0.085292937,0.914707063,67365,210300,5.985417466,-45.28795934,-59.47035211,-54.95410711,-46.73311023,-100,-20.02689421,1.965991719,9.277331822,-38.38276532,Urethane and Other Foam Product (except Polystyrene) Manufacturing,141920.71,19279,55094.84,1849.71,382,880.84,141920.71,19279,55094.84,0,0,0,1,1
0626WPLLCR125KE,PALL CORP,125 KENNEDY DR,PUTNAM,WINDHAM,CT,6260,-71.910656,41.912284,N-Methyl-2-pyrrolidone,#NUM!,14292,17973,19522,31209,14292,82996,31209,72.17689996,0,0,0,0,0,14292,82996,31209,86.56075569,66396.8,0,0,0,0,0,17328.39857,0.925879621,0.074120379,0.045998102,0.01888106,0.009856862,0.000135925,0.039656058,0.205671922,0.188785214,0.081709182,8077.498639,0.096472319,0.903527681,73847.375,238134.6154,116657,0.883264613,0.116735387,0.121775804,0.025442108,0.013835432,0.004217492,0.049118356,0.21990965,0.165613722,0.108601651,49840,0.085292937,0.914707063,67365,210300,4.824715799,-36.50564629,-62.22722367,-25.7881449,-28.75638517,-96.77711329,-19.26427919,-6.474353332,13.99128714,-24.76248705,All Other Miscellaneous Textile Product Mills,141920.71,19279,55094.84,1849.71,382,880.84,141920.71,19279,55094.84,0,0,0,2,1
06354GRSWL1RIVE,ROGERS CORP - MOOSUP,1 RIVER ST,MOOSUP,WINDHAM,CT,6354,-71.879,41.714,Phthalic anhydride,1010,260,110,130,135,110,1645,1010,20.18033491,0,0,0,0,0,0,0,0,0,0,110,1645,1010,61.05624732,765.1162791,19172.18177,0.913294806,0.086705194,0.031238981,0.028213093,0.021203413,0.006143652,0.066498823,0.217964971,0.156959979,0.115643057,7736.698014,0.051878656,0.948121344,77346.57143,209761.9048,116657,0.883264613,0.116735387,0.121775804,0.025442108,0.013835432,0.004217492,0.049118356,0.21990965,0.165613722,0.108601651,49840,0.085292937,0.914707063,67365,210300,3.399908956,-25.7250124,-74.34713658,10.89133247,53.25442979,45.67072996,35.38487349,-0.884307866,-5.225257287,6.483700706,All Other Rubber Product Manufacturing,2947.71,236,1599.84,1302.71,126,589.84,1302.71,126,589.84,1645,110,1010,0,1
0641WDPRVR12BRI,SMITH & WESSON PRECISION COMPONENTS PLASTICS LLC,12 BRIDGE ST,DEEP RIVER,MIDDLESEX,CT,6417,-72.438294,41.389106,Tetrabromobisphenol A,#NUM!,#NUM!,#NUM!,70,71,70,141,71,6.268784886,70,141,71,22.54186346,0,0,0,0,0,0,0,0,0,0,0,18148.50239,0.943484341,0.056515659,0.037867534,0.012904008,0.016920653,0.00055101,0.033449487,0.199594708,0.251598832,0.029730935,8703.99721,0.109201064,0.890798936,101445.3793,390416.6667,162742,0.868454363,0.131545637,0.064064593,0.055130206,0.031995428,0.002660653,0.041378378,0.206400315,0.203555321,0.052948496,76449,0.113592068,0.886407932,84907,293300,8.639484261,-57.03722293,-40.89163448,-76.59357918,-47.11540427,-79.29043582,-19.16191851,-3.297285132,23.6021891,-43.84933172,All Other Plastics Product Manufacturing,141,70,71,141,70,71,0,0,0,0,0,0,0,1
06430RGRSCMILLA,SUMITOMO BAKELITE N.A. INC,24 MILL ST,MANCHESTER,HARTFORD,CT,6042,-72.51701,41.79708,Tetrabromobisphenol A,54.2,41.1,72.2,30.1,#NUM!,30.1,197.6,72.2,6.311721769,30.1,197.6,72.2,22.58480034,0,0,0,0,0,0,0,0,0,0,0,104867.2799,0.667899853,0.332100147,0.138524992,0.120541888,0.104599531,0.004702369,0.065625047,0.224720959,0.162362648,0.05560549,44898.27786,0.053064208,0.946935792,88923.05263,218948.3516,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,-2.851534321,6.273500289,-24.62874841,-12.68476666,87.50760637,66.60971964,22.69496417,0.584222103,-5.208803227,-44.4008348,Custom Compounding of Purchased Resins,2300.04,272.1,979.64,2300.04,272.1,979.64,0,0,0,2102.44,242,907.44,1,1
06473NTDST195MC,COVIDIEN LP,195 MCDERMOTT RD,NORTH HAVEN,NEW HAVEN,CT,6473,-72.8701,41.3383,Dichloromethane (Methylene chloride),15847,17134,18914,14126,15805,14126,81826,18914,61.70030056,14126,81826,18914,69.12838128,65460.8,0,0,0,0,0,0,0,0,0,0,202938.2302,0.552342106,0.447657894,0.225547348,0.258966313,0.053959131,0.000955612,0.057575652,0.26737156,0.140198438,0.107166374,87445.58572,0.104913172,0.895086828,70578.43373,250243.4483,855733,0.716201198,0.283798802,0.185973896,0.135986342,0.040684419,0.001817156,0.051599038,0.229268943,0.173952623,0.096630773,367990,0.09572271,0.90427729,71370,252300,-22.878919,57.73776741,21.27903577,90.43553232,32.62849164,-47.41163327,11.58279938,16.61917955,-19.40424046,10.9029467,Surgical and Medical Instrument Manufacturing,522607.99,64214.76,166997.9,383852.4,55685.6,118773,354043.99,42974.76,99615.9,86738,7114,48468,3,1
06479JJRYN335AT,J J RYAN CORP,335 ATWATER ST,PLANTSVILLE,HARTFORD,CT,6479,-72.898526,41.579062,Di(2-ethylhexyl) phthalate,#NUM!,516,#NUM!,#NUM!,#NUM!,516,516,516,14.94203521,516,516,516,29.88407042,309.6,516,516,516,60.24044654,516,0,0,0,0,0,69348.08826,0.860391567,0.139608433,0.085409349,0.039526678,0.031329138,0.001485189,0.043394379,0.192089015,0.191410751,0.072141401,27912.70729,0.058873775,0.941126225,96754.30357,265750.8772,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,25.14708644,-55.3246906,-53.52889443,-71.36861553,-43.83864322,-47.37825934,-18.86829754,-14.02170829,11.75017399,-27.86680436,Iron and Steel Mills and Ferroalloy Manufacturing,880912.73,120973.16,267993.74,859617.29,120502.95,262830,526489.15,80071.85,150832.99,86738,7114,48468,2,2
06479SPRML455AT,SUPREME LAKE MANUFACTURING INC,455 ATWATER ST,PLANTSVILLE,HARTFORD,CT,6479,-72.8969,41.57779,Dichloromethane (Methylene chloride),20860,19090,20860,13810,11800,11800,86420,20860,64.01889223,11800,86420,20860,70.97466724,69136,0,0,0,0,0,0,0,0,0,0,69529.66063,0.858721867,0.141278133,0.086492191,0.03979995,0.031583638,0.001480082,0.043341333,0.192314454,0.191850845,0.072122797,27959.27099,0.058529542,0.941470458,96620.18644,265376.6667,892153,0.687504273,0.312495727,0.183790224,0.138053675,0.055784154,0.002822386,0.053486341,0.223415715,0.171284522,0.100011375,380383,0.070271279,0.929728721,76259,242900,24.90422239,-54.79037907,-52.93972196,-71.17066961,-43.38241886,-47.55918077,-18.96747534,-13.92080244,12.00711132,-27.88540638,Precision Turned Product Manufacturing,880912.73,120973.16,267993.74,859617.29,120502.95,262830,526489.15,80071.85,150832.99,86738,7114,48468,2,1
